SchoolID,StudentID,STRATUM,StudentBIrthMonth,StudentBirthYear,Gender,OwnRoom,ComputerLaptopPhoneForSchool,EducationalApps,OwnPhonewithInternet,InternetAccess,CarsVansOrTrucks,MopedOrMotorcycles,RoomsWBathShower,RoomsWFlushToilet,MusicalInstruments,ArtWorks,VideoGame,SmartTV,Screens,TVs,PCs,LaptopNotebook,Tablets,EbookReader,PhoneWInternet
60800047,60800001,PHL - stratum 11: REGION 10,April,2006,Female,Yes,Yes,Yes,Yes,Yes,One,Two,Two,Two,One,Two,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,6 to 10,1 or 2,1 or 2,1 or 2,1 or 2,None,03-May
60800131,60800002,PHL - stratum 04: REGION 4A,March,2006,Female,No,No,No,Yes,No,None,Two,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,One,None,None,None,None,None,1 or 2
60800080,60800003,PHL - stratum 14: NCR,September,2006,Male,No,Yes,Yes,Yes,Yes,None,Two,Three or more,None,Two,Three or more,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-Two,More than 10,1 or 2,1 or 2,None,1 or 2,I don't know.,More than 5
60800058,60800004,PHL - stratum 03: REGION 3,September,2006,Female,Yes,Yes,Yes,No,Yes,None,None,One,One,One,Three or more,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-One,There are no <digital devices> with screens.,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip
60800179,60800005,PHL - stratum 16: CARAGA,May,2006,Male,No,No,Yes,Yes,Yes,None,None,None,None,One,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,Four,1 or 2,None,None,None,None,03-May
60800112,60800006,PHL - stratum 12: REGION 11,September,2006,Female,Yes,No,Yes,Yes,Yes,None,One,None,One,One,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,One,1 or 2,None,1 or 2,None,1 or 2,1 or 2
60800071,60800007,PHL - stratum 09: REGION 8,June,2006,Male,No,No,No,Yes,Yes,None,Two,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,One,1 or 2,None,None,None,1 or 2,1 or 2
60800011,60800008,PHL - stratum 08: REGION 7,May,2006,Male,No,No,No,Yes,No,None,One,Two,Two,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,Three,03-May,None,None,None,None,1 or 2
60800052,60800009,PHL - stratum 12: REGION 11,October,2006,Female,Yes,Yes,No,Yes,Yes,Two,One,One,One,Two,One,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,Three,1 or 2,None,1 or 2,None,None,03-May
60800100,60800010,PHL - stratum 07: REGION 6,January,2006,Male,Yes,Yes,Yes,Yes,Yes,Two,One,None,One,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,One,1 or 2,None,1 or 2,None,None,1 or 2
60800145,60800011,PHL - stratum 13: REGION 12,September,2006,Male,Yes,Yes,Yes,Yes,Yes,None,One,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-One,One,1 or 2,None,None,None,None,1 or 2
60800171,60800012,PHL - stratum 03: REGION 3,November,2006,Female,No,Yes,Yes,Yes,Yes,None,Three or more,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,6 to 10,1 or 2,None,1 or 2,None,None,1 or 2
60800050,60800013,PHL - stratum 14: NCR,April,2006,Female,No,No,Yes,Yes,Yes,None,None,None,One,None,One,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,Four,None,None,No Response,1 or 2,1 or 2,1 or 2
60800036,60800014,PHL - stratum 04: REGION 4A,August,2006,Female,Yes,No,No,Yes,Yes,None,One,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,One,03-May,None,1 or 2,None,None,1 or 2
60800076,60800015,PHL - stratum 08: REGION 7,June,2006,Male,No,No,No,Yes,No,None,None,One,One,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,Three,1 or 2,None,None,None,None,1 or 2
60800101,60800016,PHL - stratum 06: REGION 5,September,2006,Male,Yes,No,Yes,Yes,No,None,One,One,One,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,One,1 or 2,None,None,None,None,1 or 2
60800006,60800018,PHL - stratum 11: REGION 10,December,2006,Female,No,Yes,Yes,No,No,None,One,None,One,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,One,1 or 2,None,1 or 2,None,None,None
60800087,60800019,PHL - stratum 09: REGION 8,August,2006,Male,No,No,No,Yes,No,None,One,One,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,One,1 or 2,None,None,None,None,1 or 2
60800182,60800020,PHL - stratum 06: REGION 5,May,2006,Female,Yes,Yes,Yes,No,No,None,None,None,None,Three or more,Three or more,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-Two,Three,1 or 2,None,1 or 2,1 or 2,More than 5,1 or 2
60800069,60800021,PHL - stratum 08: REGION 7,July,2006,Female,No,Yes,No,Yes,No,None,None,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,There are no <digital devices> with screens.,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip
60800015,60800022,PHL - stratum 08: REGION 7,October,2006,Male,No,No,No,No,No,No Response,No Response,No Response,No Response,No Response,No Response,Missing,Missing,One,1 or 2,No Response,No Response,No Response,No Response,1 or 2
60800160,60800023,PHL - stratum 02: REGION 2,May,2006,Female,Yes,Yes,Yes,Yes,Yes,None,None,None,None,None,Three or more,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,Four,1 or 2,None,1 or 2,None,None,1 or 2
60800154,60800024,PHL - stratum 07: REGION 6,June,2006,Female,Yes,No,No,No,No,None,One,One,One,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,One,1 or 2,None,None,None,None,None
60800099,60800025,PHL - stratum 03: REGION 3,February,2006,Female,Yes,Yes,Yes,Yes,Yes,One,None,Two,Two,None,Three or more,"Philippines :Video game console (PlayStation, Xbox, etc.)-Three or more",Philippines :Smart TV-Two,More than 10,03-May,1 or 2,1 or 2,1 or 2,None,03-May
60800033,60800026,PHL - stratum 14: NCR,July,2006,Male,No,Yes,Yes,Yes,Yes,One,One,None,Three or more,Three or more,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-One,6 to 10,1 or 2,1 or 2,1 or 2,1 or 2,None,More than 5
60800139,60800027,PHL - stratum 08: REGION 7,May,2006,Female,Yes,No,No,Yes,Yes,None,One,None,One,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,There are no <digital devices> with screens.,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip
60800088,60800028,PHL - stratum 08: REGION 7,September,2006,Male,Yes,No,No,Yes,No,One,None,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,There are no <digital devices> with screens.,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip
60800087,60800029,PHL - stratum 09: REGION 8,November,2006,Male,Yes,Yes,No,No,No,None,One,None,None,One,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-Two",Philippines :Smart TV-None,Three,1 or 2,None,03-May,None,None,1 or 2
60800069,60800030,PHL - stratum 08: REGION 7,October,2006,Male,No,No,Yes,Yes,Yes,None,One,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-One,Five,1 or 2,None,None,None,I don't know.,More than 5
60800026,60800031,PHL - stratum 03: REGION 3,January,2006,Female,No,Yes,Yes,Yes,Yes,Two,Two,Three or more,Two,Three or more,Three or more,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-Three or more,More than 10,03-May,None,More than 5,1 or 2,None,More than 5
60800097,60800032,PHL - stratum 15: CAR,June,2006,Male,No,No,No,Yes,No,None,None,One,One,One,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,One,1 or 2,None,1 or 2,None,None,1 or 2
60800064,60800033,PHL - stratum 04: REGION 4A,August,2006,Male,Yes,No,Yes,Yes,Yes,None,One,One,One,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,Five,1 or 2,None,None,1 or 2,None,1 or 2
60800113,60800034,PHL - stratum 04: REGION 4A,September,2006,Female,Yes,No,No,Yes,Yes,One,One,One,One,One,Three or more,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,Five,1 or 2,None,1 or 2,None,None,03-May
60800054,60800035,PHL - stratum 04: REGION 4A,September,2006,Male,No,Yes,No,No,Yes,None,None,One,One,None,One,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,Three,1 or 2,None,1 or 2,None,None,1 or 2
60800018,60800036,PHL - stratum 14: NCR,October,2006,Female,Yes,Yes,Yes,Yes,Yes,One,None,Three or more,Three or more,Three or more,Three or more,"Philippines :Video game console (PlayStation, Xbox, etc.)-Two",Philippines :Smart TV-Three or more,More than 10,03-May,None,03-May,1 or 2,None,More than 5
60800019,60800037,PHL - stratum 16: CARAGA,May,2006,Male,No,No,No,Yes,Yes,Two,One,None,None,One,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,Two,1 or 2,None,1 or 2,None,None,1 or 2
60800077,60800038,PHL - stratum 11: REGION 10,July,2006,Male,Yes,No,No,Yes,No,None,None,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,Three,None,None,None,None,None,03-May
60800184,60800039,PHL - stratum 14: NCR,August,2006,Female,No,No,Yes,Yes,Yes,One,None,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,Two,1 or 2,None,1 or 2,None,None,1 or 2
60800022,60800040,PHL - stratum 04: REGION 4A,May,2006,Female,Yes,No,Yes,Yes,Yes,None,One,None,None,None,One,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,One,1 or 2,1 or 2,1 or 2,None,1 or 2,1 or 2
60800078,60800041,PHL - stratum 04: REGION 4A,June,2006,Male,No,Yes,Yes,Yes,Yes,None,One,One,One,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-Two,6 to 10,1 or 2,1 or 2,More than 5,1 or 2,None,03-May
60800108,60800042,PHL - stratum 04: REGION 4A,August,2006,Female,Yes,Yes,Yes,Yes,Yes,None,None,None,One,One,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,Five,1 or 2,None,1 or 2,None,None,1 or 2
60800001,60800044,PHL - stratum 11: REGION 10,November,2006,Female,Yes,No,No,Yes,No,One,One,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,There are no <digital devices> with screens.,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip
60800150,60800045,PHL - stratum 05: REGION 4B,May,2006,Female,Yes,No,No,Yes,Yes,None,One,None,One,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,Three,1 or 2,None,None,None,None,1 or 2
60800061,60800046,PHL - stratum 01: REGION 1,July,2006,Male,No,Yes,Yes,Yes,Yes,None,Two,One,None,One,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,Four,1 or 2,None,None,1 or 2,None,03-May
60800127,60800047,PHL - stratum 01: REGION 1,September,2006,Female,No,Yes,Yes,Yes,Yes,None,None,None,One,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,Three,1 or 2,None,None,1 or 2,None,1 or 2
60800160,60800048,PHL - stratum 02: REGION 2,December,2006,Female,Yes,No,Yes,No,No,One,Two,None,One,None,Two,"Philippines :Video game console (PlayStation, Xbox, etc.)-Three or more",Philippines :Smart TV-One,One,None,I don't know.,03-May,1 or 2,More than 5,None
60800047,60800049,PHL - stratum 11: REGION 10,March,2006,Male,No,Yes,No,No,Yes,One,None,One,Two,None,Two,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-Two,6 to 10,1 or 2,1 or 2,1 or 2,1 or 2,None,03-May
60800008,60800050,PHL - stratum 06: REGION 5,February,2006,Male,No,No,No,No,No,None,None,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,There are no <digital devices> with screens.,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip
60800054,60800051,PHL - stratum 04: REGION 4A,March,2006,Male,Yes,Yes,Yes,No,No,None,None,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,One,1 or 2,None,1 or 2,None,None,None
60800184,60800052,PHL - stratum 14: NCR,July,2006,Male,Yes,No,No,No,No,None,One,None,None,One,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,Four,1 or 2,None,None,None,None,None
60800056,60800053,PHL - stratum 07: REGION 6,February,2006,Female,Yes,Yes,Yes,Yes,Yes,None,One,None,One,Three or more,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-One,One,1 or 2,None,1 or 2,None,I don't know.,None
60800180,60800054,PHL - stratum 03: REGION 3,April,2006,Female,Yes,No,No,Yes,Yes,Two,One,None,Two,Three or more,One,"Philippines :Video game console (PlayStation, Xbox, etc.)-Two",Philippines :Smart TV-Three or more,6 to 10,1 or 2,03-May,03-May,More than 5,1 or 2,None
60800052,60800055,PHL - stratum 12: REGION 11,January,2006,Male,No,No,No,Yes,Yes,None,Two,None,One,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,One,1 or 2,None,None,1 or 2,None,1 or 2
60800031,60800056,PHL - stratum 14: NCR,October,2006,Male,No,No,No,Yes,Yes,None,None,None,None,One,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,6 to 10,1 or 2,1 or 2,1 or 2,None,None,More than 5
60800062,60800057,PHL - stratum 04: REGION 4A,May,2006,Male,No,No,No,Yes,No,None,None,None,None,None,One,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,There are no <digital devices> with screens.,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip
60800068,60800058,PHL - stratum 04: REGION 4A,June,2006,Female,Yes,No,No,Yes,Yes,None,Two,One,One,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,6 to 10,1 or 2,None,None,1 or 2,None,More than 5
60800167,60800059,PHL - stratum 11: REGION 10,February,2006,Male,No,No,Yes,Yes,No,None,Two,One,One,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,There are no <digital devices> with screens.,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip,Valid Skip
60800142,60800060,PHL - stratum 05: REGION 4B,May,2006,Male,No,No,No,No,No,None,One,None,None,One,One,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,Three,None,None,1 or 2,None,None,03-May
60800052,60800061,PHL - stratum 12: REGION 11,February,2006,Female,Yes,No,No,Yes,No,One,One,One,One,One,One,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,Three,1 or 2,None,1 or 2,1 or 2,None,None
60800154,60800062,PHL - stratum 07: REGION 6,January,2006,Male,Yes,No,Yes,Yes,Yes,One,One,One,One,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,Five,1 or 2,None,None,None,None,03-May
60800170,60800063,PHL - stratum 14: NCR,August,2006,Male,Yes,Yes,No,Yes,Yes,None,None,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,One,1 or 2,None,None,None,None,None
60800109,60800064,PHL - stratum 09: REGION 8,December,2006,Male,Yes,Yes,No,Yes,Yes,One,None,Two,One,Three or more,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-One,One,More than 5,None,None,1 or 2,03-May,1 or 2
60800119,60800065,PHL - stratum 15: CAR,December,2006,Female,Yes,Yes,No Response,No,Yes,Three or more,Three or more,One,Three or more,Three or more,Three or more,"Philippines :Video game console (PlayStation, Xbox, etc.)-Three or more",Philippines :Smart TV-One,Five,More than 5,More than 5,03-May,03-May,1 or 2,1 or 2
60800015,60800066,PHL - stratum 08: REGION 7,December,2006,Male,No,No,No,No,No,Three or more,Two,Three or more,One,Two,Three or more,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,Two,None,I don't know.,No Response,03-May,I don't know.,03-May
60800049,60800067,PHL - stratum 03: REGION 3,May,2006,Male,No,No,Yes,Yes,Yes,None,None,One,One,One,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-One,Five,1 or 2,None,1 or 2,None,None,03-May
60800040,60800068,PHL - stratum 07: REGION 6,May,2006,Male,No,No,No,Yes,No,None,None,One,Two,One,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,Three,1 or 2,None,None,None,I don't know.,03-May
60800170,60800069,PHL - stratum 14: NCR,March,2006,Female,Yes,No,Yes,Yes,Yes,None,One,One,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,Five,1 or 2,None,None,None,None,03-May
60800002,60800070,PHL - stratum 03: REGION 3,March,2006,Female,Yes,No,Yes,Yes,Yes,Two,Three or more,Two,Two,One,Two,"Philippines :Video game console (PlayStation, Xbox, etc.)-Two",Philippines :Smart TV-Three or more,6 to 10,More than 5,1 or 2,1 or 2,More than 5,1 or 2,More than 5
60800062,60800072,PHL - stratum 04: REGION 4A,July,2006,Male,Yes,No,Yes,No,No,None,Two,One,None,Two,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,One,1 or 2,None,None,None,None,None
60800171,60800073,PHL - stratum 03: REGION 3,January,2006,Male,No,Yes,Yes,Yes,Yes,None,Three or more,One,One,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-Two,More than 10,03-May,1 or 2,1 or 2,1 or 2,None,More than 5
60800079,60800074,PHL - stratum 04: REGION 4A,December,2006,Female,Yes,No,No,No,No,One,Two,Three or more,Two,Two,One,"Philippines :Video game console (PlayStation, Xbox, etc.)-Two",Philippines :Smart TV-None,More than 10,1 or 2,1 or 2,03-May,None,1 or 2,More than 5
60800087,60800075,PHL - stratum 09: REGION 8,September,2006,Male,Yes,No,Yes,Yes,No,None,Three or more,None,None,One,One,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,6 to 10,03-May,1 or 2,1 or 2,None,More than 5,More than 5
60800001,60800076,PHL - stratum 11: REGION 10,February,2006,Male,No,No,Yes,Yes,No,None,None,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,One,None,None,None,1 or 2,None,1 or 2
60800006,60800077,PHL - stratum 11: REGION 10,August,2006,Female,Yes,No,Yes,Yes,Yes,None,None,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,One,1 or 2,None,1 or 2,None,None,03-May
60800022,60800078,PHL - stratum 04: REGION 4A,October,2006,Female,No Response,Yes,Yes,No,Yes,None,One,None,Three or more,None,One,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,More than 10,1 or 2,More than 5,None,None,1 or 2,More than 5
60800026,60800079,PHL - stratum 03: REGION 3,April,2006,Female,Yes,Yes,Yes,Yes,Yes,None,One,None,None,One,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,Two,1 or 2,None,1 or 2,1 or 2,None,1 or 2
60800155,60800080,PHL - stratum 02: REGION 2,March,2006,Female,Yes,Yes,Yes,Yes,Yes,None,None,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,One,1 or 2,None,More than 5,1 or 2,None,1 or 2
60800046,60800081,PHL - stratum 06: REGION 5,August,2006,Female,No,No,No,Yes,No,None,One,None,None,One,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,One,I don't know.,None,None,1 or 2,None,I don't know.
60800145,60800082,PHL - stratum 13: REGION 12,July,2006,Male,Yes,No,No,No,No,None,None,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,Three,1 or 2,None,1 or 2,None,None,None
60800054,60800083,PHL - stratum 04: REGION 4A,December,2006,Male,No,Yes,No,Yes,Yes,One,None,One,One,None,One,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,Four,1 or 2,None,1 or 2,None,More than 5,03-May
60800023,60800084,PHL - stratum 04: REGION 4A,September,2006,Female,No,Yes,Yes,Yes,Yes,None,None,One,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-Two",Philippines :Smart TV-One,6 to 10,1 or 2,1 or 2,1 or 2,1 or 2,More than 5,More than 5
60800014,60800085,PHL - stratum 04: REGION 4A,November,2006,Male,Yes,Yes,Yes,Yes,Yes,None,None,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,Five,1 or 2,None,1 or 2,1 or 2,None,03-May
60800018,60800086,PHL - stratum 14: NCR,December,2006,Male,Yes,Yes,Yes,Yes,Yes,One,None,Three or more,Three or more,None,Three or more,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,More than 10,1 or 2,None,03-May,1 or 2,None,03-May
60800129,60800087,PHL - stratum 04: REGION 4A,April,2006,Male,No,Yes,No,No,Yes,None,One,Two,One,One,Two,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,Five,1 or 2,1 or 2,1 or 2,None,None,1 or 2
60800184,60800088,PHL - stratum 14: NCR,November,2006,Male,No,No,No,Yes,Yes,None,None,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,Four,None,None,None,None,None,03-May
60800038,60800090,PHL - stratum 14: NCR,November,2006,Male,No,No,No,Yes,Yes,None,None,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,Five,No Response,1 or 2,1 or 2,None,None,1 or 2
60800137,60800091,PHL - stratum 03: REGION 3,September,2006,Female,No,No,No,Yes,Yes,None,Two,None,None,One,Two,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-Two,One,1 or 2,None,03-May,1 or 2,None,More than 5
60800156,60800092,PHL - stratum 16: CARAGA,November,2006,Female,No,Yes,No,Yes,Yes,One,Two,None,One,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,One,1 or 2,None,1 or 2,None,None,03-May
60800013,60800093,PHL - stratum 11: REGION 10,April,2006,Female,No,No,No,No,No,None,None,None,None,One,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Missing,Four,None,None,None,None,None,1 or 2
60800116,60800094,PHL - stratum 11: REGION 10,April,2006,Male,Yes,No,No,Yes,Yes,None,None,None,One,One,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,One,1 or 2,None,1 or 2,1 or 2,None,1 or 2
60800141,60800095,PHL - stratum 05: REGION 4B,April,2006,Female,No,No,No,Yes,Yes,None,One,None,One,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-Two,Five,1 or 2,None,None,None,None,03-May
60800015,60800097,PHL - stratum 08: REGION 7,February,2006,Female,Yes,No,Yes,Yes,Yes,None,One,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,Four,None,None,None,None,None,1 or 2
60800020,60800098,PHL - stratum 12: REGION 11,April,2006,Female,Yes,No,Yes,Yes,No,None,None,One,One,Two,One,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-One,One,1 or 2,None,1 or 2,None,None,1 or 2
60800129,60800099,PHL - stratum 04: REGION 4A,June,2006,Female,Yes,No,No,Yes,Yes,One,One,One,None,None,One,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-Two,Four,1 or 2,None,None,1 or 2,None,1 or 2
60800009,60800100,PHL - stratum 06: REGION 5,October,2006,Female,Yes,Yes,Yes,No,Yes,None,None,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-One,One,None,None,1 or 2,None,None,1 or 2
60800058,60800101,PHL - stratum 03: REGION 3,April,2006,Male,No,No,No,Yes,Yes,One,One,None,None,One,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-One,Three,1 or 2,None,1 or 2,None,None,1 or 2
60800024,60800102,PHL - stratum 01: REGION 1,January,2006,Female,Yes,No,Yes,Yes,No,None,One,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,One,1 or 2,None,None,None,None,1 or 2
60800154,60800103,PHL - stratum 07: REGION 6,August,2006,Female,Yes,No,No,Yes,No,None,One,One,One,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,One,No Response,1 or 2,None,None,None,1 or 2
60800086,60800104,PHL - stratum 01: REGION 1,August,2006,Female,No,No,Yes,Yes,Yes,One,None,One,One,One,Three or more,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,6 to 10,1 or 2,None,None,None,None,More than 5
60800161,60800105,PHL - stratum 09: REGION 8,January,2006,Male,No,Yes,No,Yes,Yes,One,One,One,One,One,Three or more,"Philippines :Video game console (PlayStation, Xbox, etc.)-One",Philippines :Smart TV-One,6 to 10,1 or 2,1 or 2,1 or 2,None,None,03-May
60800022,60800106,PHL - stratum 04: REGION 4A,November,2006,Female,No,No,No,No,No,None,None,None,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,One,1 or 2,None,None,None,None,1 or 2
60800130,60800107,PHL - stratum 06: REGION 5,February,2006,Male,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,One,No Response,Missing,Missing,More than 10,No Response,No Response,No Response,No Response,No Response,None
60800147,60800108,PHL - stratum 01: REGION 1,March,2006,Male,Yes,No,No,Yes,Yes,None,One,One,None,None,None,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-One,More than 10,1 or 2,None,1 or 2,None,None,I don't know.
60800096,60800110,PHL - stratum 05: REGION 4B,June,2006,Male,Yes,Yes,Yes,Yes,Yes,None,One,Two,One,One,One,"Philippines :Video game console (PlayStation, Xbox, etc.)-None",Philippines :Smart TV-None,More than 10,1 or 2,None,None,None,None,More than 5
